"Location Properties"
"Location Name = CLH_2024_Adobe_AC4_VuLink_993603"
"Location ID = 6168754045714432"
"Latitude = 38.95669174194336 °"
"Longitude = -122.89144897460938 °"
"Time shown in UTC"
""
""
"Date Time","Temperature (C)","Baro (psi)"
"2024-01-11 00:37:00.000","13.210548400878906","13.940664947306765"
"2024-01-11 00:45:00.000","13.146198272705078","13.943444373081112"
"2024-01-11 01:00:00.000","9.628364562988281","13.945179301271468"
"2024-01-11 01:15:00.000","8.266277313232422","13.939386765517542"
"2024-01-11 01:30:00.000","7.8050994873046875","13.942201597989651"
"2024-01-11 01:45:00.000","7.3653717041015625","13.940031167416818"
"2024-01-11 02:00:00.000","6.936367034912109","13.935052985711424"
"2024-01-11 02:15:00.000","6.5609893798828125","13.934566733728822"
"2024-01-11 02:30:00.000","6.507362365722656","13.93673362363188"
"2024-01-11 02:45:00.000","6.4644622802734375","13.93617773847701"
"2024-01-11 03:00:00.000","6.4644622802734375","13.946638057219278"
"2024-01-11 03:15:00.000","6.3679351806640625","13.954137195805353"
"2024-01-11 03:30:00.000","6.153434753417969","13.959307753901921"
"2024-01-11 03:45:00.000","5.949657440185547","13.961680002652"
"2024-01-11 04:00:00.000","5.745880126953125","13.967633048769118"
"2024-01-11 04:15:00.000","5.531379699707031","13.971757929058436"
"2024-01-11 04:30:00.000","5.080924987792969","13.97470022564249"
"2024-01-11 04:45:00.000","4.834247589111328","13.980241373842304"
"2024-01-11 05:00:00.000","4.533943176269531","13.98617671661054"
"2024-01-11 05:15:00.000","4.180015563964844","13.98943413280468"
"2024-01-11 05:30:00.000","3.8797149658203125","13.993970911011301"
"2024-01-11 05:45:00.000","3.5472373962402344","13.994388710044896"
"2024-01-11 06:00:00.000","3.3112831115722656","13.997536365475973"
"2024-01-11 06:15:00.000","3.096782684326172","13.998761437218553"
"2024-01-11 06:30:00.000","2.732128143310547","14.002408327088078"
"2024-01-11 06:45:00.000","2.6034278869628906","14.003757322272826"
"2024-01-11 07:00:00.000","2.5069007873535156","14.004197545548339"
"2024-01-11 07:15:00.000","2.3031234741210938","14.006462393981872"
"2024-01-11 07:30:00.000","2.2173233032226562","14.006866030336363"
"2024-01-11 07:45:00.000","2.260223388671875","14.012503956843394"
"2024-01-11 08:00:00.000","2.088623046875","14.012068454460918"
"2024-01-11 08:15:00.000","1.6167182922363281","14.0133076888826"
"2024-01-11 08:30:00.000","0.919586181640625","14.014603574020702"
"2024-01-11 08:45:00.000","0.6085586547851562","14.020721851394047"
"2024-01-11 09:00:00.000","0.42623138427734375","14.02395566312301"
"2024-01-11 09:15:00.000","-0.08857345581054688","14.023930878434578"
"2024-01-11 09:30:00.000","-0.5283012390136719","14.0286505912463"
"2024-01-11 09:45:00.000","-0.7213516235351562","14.03197528016619"
"2024-01-11 10:00:00.000","-0.8393287658691406","14.03343757678378"
"2024-01-11 10:15:00.000","-0.9894790649414062","14.037891739362289"
"2024-01-11 10:30:00.000","-1.3541336059570312","14.04047996896872"
"2024-01-11 10:45:00.000","-1.5042839050292969","14.040052728149053"
"2024-01-11 11:00:00.000","-1.7509613037109375","14.039663254473666"
"2024-01-11 11:15:00.000","-2.040538787841797","14.041465455389773"
"2024-01-11 11:30:00.000","-2.3193931579589844","14.044602488811517"
"2024-01-11 11:45:00.000","-2.6089706420898438","14.045689474432825"
"2024-01-11 12:00:00.000","-2.5982437133789062","14.046790622733235"
"2024-01-11 12:15:00.000","-2.566070556640625","14.0483308140859"
"2024-01-11 12:30:00.000","-2.941448211669922","14.052597321166267"
"2024-01-11 12:45:00.000","-3.1559486389160156","14.054191802788832"
"2024-01-11 13:00:00.000","-3.2310256958007812","14.05921247253154"
"2024-01-11 13:15:00.000","-3.306102752685547","14.060065773947613"
"2024-01-11 13:30:00.000","-3.2846527099609375","14.062353046623064"
